Time,Isolate,Sample,Area,Count,Feret,FeretAngle,FeretX,FeretY,Label,MinFeret,Perim.,Colour,Contamination,Notes
2015-08-12 14:58:46.000000,USR5,22,185.5,1,17.0,92.18,82.84,94.66,2015-08-12-20150731DJ-22-B.tif,14.67,68.58,,,
2015-08-12 15:16:52.000000,USR5,23,158.4,1,15.86,127.5,76.85,97.2,2015-08-12-20150731DJ-23-B.tif,13.54,61.98,,,
2015-08-12 15:28:20.000000,USR5,24,150.6,1,15.29,129.2,80.13,94.4,2015-08-12-20150731DJ-24-B.tif,13.16,59.25,,,
2015-08-12 15:23:56.000000,I9A,25,152.2,1,14.85,37.57,78.1,107.6,2015-08-12-20150731DJ-25-B.tif,14.05,79.44,,,
2015-08-12 16:05:00.000000,I9A,26,160.6,1,15.43,58.13,86.38,109.8,2015-08-12-20150731DJ-26-B.tif,14.39,73.98,,,
2015-08-12 15:27:08.000000,I9A,27,153.0,1,15.46,111.4,77.28,90.95,2015-08-12-20150731DJ-27-B.tif,13.25,79.79,,,
2015-08-12 16:11:40.000000,I9A,28,146.2,1,15.09,134.7,72.54,90.3,2015-08-12-20150731DJ-28-B.tif,13.78,78.98,,,
2015-08-12 15:01:38.000000,I9A,29,136.3,1,14.3,133.9,78.41,95.26,2015-08-12-20150731DJ-29-B.tif,13.21,78.64,,,
2015-08-12 15:49:14.000000,I37A,3,102.7577,3,20.493,191.67,249.84,299.13,2015-08-12-20150731DJ-3-B.tif,14.009900000000002,116.94900000000001,,,
2015-08-12 15:09:02.000000,I9A,30,139.6,1,14.61,140.6,81.64,93.53,2015-08-12-20150731DJ-30-B.tif,12.54,58.0,,,
2015-08-12 15:46:22.000000,B04,31,145.8,1,15.26,89.35,85.39,111.3,2015-08-12-20150731DJ-31-B.tif,13.34,69.24,,,
2015-08-12 15:13:24.000000,B04,32,154.9,1,15.39,155.5,74.83,99.18,2015-08-12-20150731DJ-32-B.tif,13.76,65.31,,,
2015-08-12 15:26:12.000000,B04,33,167.0,1,15.79,7.843,78.23,101.5,2015-08-12-20150731DJ-33-B.tif,14.46,72.25,,,
2015-08-12 15:02:40.000000,B04,34,179.1,1,16.5,68.06,85.17,109.5,2015-08-12-20150731DJ-34-B.tif,14.93,80.56,,,
2015-08-12 15:29:28.000000,B04,35,172.1,1,16.5,123.3,77.37,96.38,2015-08-12-20150731DJ-35-B.tif,14.51,69.27,,,
2015-08-12 14:56:48.000000,B04,36,136.0,1,15.41,105.7,81.68,97.46,2015-08-12-20150731DJ-36-B.tif,12.54,70.91,,Fungal,"Fungal contamination, appears to be Venturia."
2015-08-12 14:54:16.000000,I61A,37,260.9,1,19.59,115.6,83.02,91.81,2015-08-12-20150731DJ-37-B.tif,18.0,88.77,,,
2015-08-12 16:13:40.000000,I61A,38,264.1,1,19.44,79.91,89.61,108.4,2015-08-12-20150731DJ-38-B.tif,18.08,86.41,,,
2015-08-12 15:58:32.000000,I61A,39,292.7,1,21.04,118.5,73.06,91.94,2015-08-12-20150731DJ-39-B.tif,18.62,89.25,,,
2015-08-12 16:01:32.000000,I37A,4,93.58,1,12.23,65.42,83.23,105.9,2015-08-12-20150731DJ-4-B.tif,10.9,64.53,,,
2015-08-12 15:22:52.000000,I61A,40,266.7,1,19.86,71.92,78.58,105.4,2015-08-12-20150731DJ-40-B.tif,17.98,86.18,,,
2015-08-12 14:55:14.000000,I61A,41,277.0,1,19.61,110.6,81.94,91.9,2015-08-12-20150731DJ-41-B.tif,18.58,88.02,,,
2015-08-12 16:07:48.000000,I61A,42,281.9,1,19.79,131.3,80.04,90.39,2015-08-12-20150731DJ-42-B.tif,18.85,89.28,,,
2015-08-12 14:59:50.000000,I65V,43,213.6,1,17.43,116.1,79.66,90.47,2015-08-12-20150731DJ-43-B.tif,16.28,70.76,,,
2015-08-12 15:31:30.000000,I65V,44,189.4,1,16.4,105.9,78.66,95.95,2015-08-12-20150731DJ-44-B.tif,15.3,72.61,,,
2015-08-12 16:12:36.000000,I65V,45,201.8,1,17.35,119.6,84.14,92.8,2015-08-12-20150731DJ-45-B.tif,15.71,74.94,,,
2015-08-12 15:00:46.000000,I65V,46,197.4,1,17.33,111.1,81.94,94.53,2015-08-12-20150731DJ-46-B.tif,15.38,70.7,,,
2015-08-12 15:54:38.000000,I65V,47,214.0,1,18.19,125.2,74.57,93.28,2015-08-12-20150731DJ-47-B.tif,15.57,73.47,,,
2015-08-12 15:21:16.000000,I65V,48,212.7,1,17.34,94.7,80.3,94.83,2015-08-12-20150731DJ-48-B.tif,16.02,72.53,,,
